UserID,Gender,AgeGroup,FamilySubscription,MonthsSubscribed,StreamingQuality,CustomerSupportRating,BillingCycle,MonthlyPlanPrice,CancelledSubscription,AvgWatchTimePerWeek,PreferredGenre,AppRating
8707-RMEZH,0,0,1,69,0,1,2,87.3,0,7,2,4.6
3346-BRMIS,0,0,1,18,1,3,1,48.35,1,26,0,4.7
3209-ZPKFI,1,1,1,47,1,3,1,54.25,0,15,4,3.5
6479-VDGRK,0,1,1,72,1,4,0,85.3,0,10,2,1.2
9373-WSLOY,1,0,1,33,1,5,1,50.0,0,24,2,4.0
2933-FILNV,0,1,1,2,1,1,1,24.4,1,23,1,1.4
3569-JFODW,0,1,1,72,1,5,0,90.95,0,4,0,3.7
9819-FBNSV,1,0,1,37,0,3,1,72.25,0,11,0,4.1
9544-PYPSJ,0,0,1,62,0,3,1,96.1,0,19,2,3.9
1591-XWLGB,0,1,1,71,2,0,0,19.85,0,29,1,4.8
0396-UKGAI,1,1,0,23,1,5,1,55.3,0,20,2,4.0
3243-ZHOHY,0,1,0,16,2,0,2,20.1,0,15,3,3.8
5186-EJEGL,1,1,0,9,1,5,1,69.5,0,3,3,2.0
7527-QNRUS,1,1,1,17,2,0,0,25.15,0,14,1,4.7
9986-BONCE,0,1,0,4,2,0,1,20.95,1,22,2,1.7
2722-JMONI,0,0,1,1,1,1,1,49.55,1,22,1,4.6
2203-GHNWN,0,1,1,24,0,2,1,79.65,0,23,2,2.3
3878-AVSOQ,0,0,0,1,0,1,1,71.25,0,7,2,1.5
3258-SYSWS,1,0,0,72,0,5,0,113.8,0,10,3,4.3
5296-PSYVW,0,1,1,72,2,0,0,24.55,0,29,4,1.0
6319-QSUSR,0,1,0,11,2,0,1,19.7,0,17,0,4.3
4083-EUGRJ,1,1,0,9,2,0,1,20.25,1,29,0,2.0
7579-OOPEC,0,0,1,2,1,3,1,50.15,1,5,1,4.5
0512-FLFDW,0,0,1,60,0,2,2,100.5,0,8,0,3.8
1771-OADNZ,1,0,1,29,0,3,1,95.9,1,30,3,3.7
0487-CRLZF,0,1,0,49,1,4,0,74.45,0,15,4,2.5
2107-FBPTK,0,0,0,30,0,2,1,104.1,0,14,2,1.2
9451-WLYRI,0,1,1,53,2,0,2,19.05,0,21,2,4.3
8219-VYBVI,1,1,0,39,2,0,0,25.0,0,20,3,1.7
1991-VOPLL,0,1,0,9,2,0,1,19.05,0,26,0,2.5
9738-QLWTP,1,1,0,39,0,5,2,81.9,0,3,2,3.4
1016-DJTSV,1,0,0,8,0,3,1,69.7,0,27,0,2.9
9419-IPPBE,0,1,1,51,0,3,2,90.15,0,29,3,1.8
0174-QRVVY,1,1,1,71,2,0,0,25.35,0,9,2,1.6
5699-BNCAS,1,0,0,71,2,0,0,24.65,0,14,1,1.5
2900-PHPLN,0,0,1,70,2,0,0,19.55,0,12,4,4.5
0612-RTZZA,0,0,0,1,1,2,1,25.25,1,14,0,1.1
8106-GWQOK,1,1,1,38,1,4,0,60.0,0,13,0,4.9
8751-EDEKA,0,1,1,28,0,3,1,89.9,0,6,0,1.8
6878-GGDWG,0,1,1,32,2,0,1,19.4,0,21,0,1.4
4039-PIMHX,1,0,1,49,1,3,0,49.8,0,8,3,3.3
8450-LUGUK,0,1,1,37,2,0,0,24.1,0,27,3,1.3
3604-WLABM,0,1,0,10,1,5,1,54.25,0,11,3,3.4
0795-GMVQO,1,1,1,67,0,3,2,109.9,0,22,3,4.4
2259-OUUSZ,1,1,0,7,1,5,2,35.5,0,12,2,1.2
1142-IHLOO,0,1,0,51,0,2,2,87.55,0,7,3,4.2
6410-LEFEN,0,1,0,9,1,1,1,45.15,1,29,2,2.6
4633-MKHYU,0,1,0,9,0,3,1,88.4,0,15,1,1.6
6257-RJOHI,1,1,0,4,1,4,1,50.8,0,11,3,1.7
1545-JFUML,1,1,1,71,0,2,0,99.0,0,4,1,4.7
3194-ORPIK,0,1,1,50,0,1,1,84.4,1,20,3,1.4
7826-VVKWT,0,0,1,24,0,1,0,96.55,0,23,1,4.5
1353-GHZOS,1,1,1,22,1,1,2,59.75,0,3,4,3.2
2587-EKXTS,1,1,0,44,0,3,1,111.5,0,26,1,1.2
5442-BXVND,0,1,1,33,2,0,1,24.25,0,23,2,2.9
8816-VXNZD,0,1,0,1,0,2,1,75.1,1,14,0,4.3
9378-FXTIZ,0,1,1,54,1,2,2,70.15,1,12,1,3.9
1723-HKXJQ,1,1,0,42,0,1,1,101.75,1,4,0,3.0
7825-GKXMW,0,1,0,1,1,2,1,45.8,1,30,4,4.4
9753-OYLBX,0,1,0,1,2,0,1,20.5,0,11,4,1.5
2364-UFROM,1,1,0,30,1,5,2,70.4,0,4,2,4.6
6656-JWRQX,0,1,0,1,1,5,1,30.55,0,25,2,4.4
6473-ULUHT,1,1,1,16,1,4,1,84.9,0,26,1,3.8
1240-KNSEZ,1,1,0,1,2,0,1,20.1,1,24,3,4.3
0836-SEYLU,1,1,1,9,1,4,1,40.65,1,16,4,3.2
4433-JCGCG,1,0,1,46,0,2,1,101.0,1,13,0,3.7
3716-BDVDB,1,1,0,1,0,3,1,69.1,1,25,3,3.2
7688-AWMDX,1,1,1,71,1,5,0,54.5,0,13,4,2.4
2842-BCQGE,1,1,0,43,0,3,1,75.35,0,19,1,3.3
7244-QWYHG,1,1,1,50,1,5,2,44.45,0,6,4,2.0
5899-MQZZL,0,1,0,13,0,1,1,75.0,1,15,2,2.8
6849-OYAMU,1,1,1,19,0,5,2,100.0,1,9,0,2.1
5312-UXESG,0,1,0,41,0,3,1,98.05,0,18,0,1.5
9488-HGMJH,0,0,0,1,0,2,1,71.15,1,3,2,2.3
6038-GCYEC,0,1,0,24,1,3,1,54.15,1,15,3,4.4
2150-WLKUW,0,1,1,40,1,3,2,63.9,0,3,2,2.5
7159-FVYPK,0,1,1,3,1,2,1,69.15,0,13,0,4.0
7032-LMBHI,0,1,0,37,1,2,2,64.65,0,8,1,1.7
1150-WFARN,0,1,1,67,0,5,0,108.75,1,22,3,2.7
6088-BXMRG,0,1,1,32,0,3,1,98.85,0,5,4,1.5
3144-AUDBS,0,1,1,6,1,5,1,49.15,1,14,1,1.6
4821-SJHJV,0,1,1,32,0,1,1,89.6,0,7,3,3.5
7346-MEDWM,0,1,0,59,0,1,1,83.25,0,11,0,3.4
1137-DGOWI,0,1,1,30,1,4,2,70.25,0,28,0,1.9
5616-PRTNT,1,1,0,20,2,0,1,19.4,1,28,1,2.9
3812-LRZIR,0,1,1,27,2,0,0,24.5,0,14,3,4.5
4818-QIUFN,0,0,0,20,0,3,1,79.15,1,30,4,1.7
9483-GCPWE,1,1,0,9,2,0,2,20.1,0,29,4,1.1
4227-OJHAL,0,1,1,68,1,1,2,73.0,0,12,2,3.6
9220-CXRSC,0,1,1,69,1,4,0,61.4,0,21,1,1.2
4993-JCRGJ,1,1,0,26,0,4,1,84.3,0,7,3,4.9
9537-JALFH,1,1,1,69,2,0,0,19.9,0,28,1,3.4
6698-OXETB,1,1,0,11,2,0,0,20.4,0,7,4,2.9
2103-ZRXFN,1,1,0,1,1,2,1,50.75,0,11,3,2.7
3724-BSCVH,1,1,1,10,2,0,2,20.45,0,29,0,3.3
4877-TSOFF,0,1,1,55,1,4,2,75.75,0,30,0,1.4
9209-NWPGU,1,1,0,44,1,4,2,65.4,0,28,3,4.7
6961-VCPMC,1,0,1,46,0,3,1,80.4,1,29,1,3.5
7306-YDSOI,1,1,1,69,1,3,0,59.75,0,22,1,1.7
5288-AHOUP,1,0,0,11,0,3,1,78.5,0,19,0,3.3
6688-UZPWD,0,1,1,11,0,1,1,102.0,1,12,0,1.5
0655-YDGFJ,1,1,0,29,1,2,1,48.95,0,23,4,1.1
8468-EHYJA,0,1,1,57,0,1,1,99.65,0,3,3,3.5
6823-SIDFQ,1,1,0,28,2,0,2,18.25,0,24,1,3.6
1097-FSPVW,0,1,0,42,1,3,1,54.55,0,30,4,3.3
2839-RFSQE,0,1,0,2,2,0,1,20.65,1,18,1,1.7
8328-SKJNO,1,1,0,23,1,5,2,40.65,0,28,0,3.4
7010-ZMVBF,0,1,1,18,2,0,1,20.45,0,28,3,1.2
5201-CBWYG,1,1,1,62,2,0,2,24.8,0,17,2,3.4
0968-GSIKN,0,1,0,1,0,2,1,70.8,1,25,3,3.2
1965-DDBWU,1,1,0,16,0,5,1,89.05,1,19,2,3.6
9057-SIHCH,0,1,0,3,0,1,1,96.6,1,28,4,4.6
6352-GIGGQ,1,1,0,67,1,4,2,88.8,0,22,2,4.4
3635-QQRQD,1,1,0,62,2,0,0,20.05,0,27,2,4.9
6771-XWBDM,0,1,1,57,0,3,1,104.5,1,15,4,4.9
2897-DOVND,1,1,0,2,0,1,1,69.8,0,3,3,4.1
3082-YVEKW,0,1,1,23,1,4,0,77.15,0,27,4,4.8
0191-EQUUH,0,1,0,25,1,4,0,35.05,0,10,0,4.5
7134-HBPBS,0,0,0,72,0,5,0,108.1,0,7,0,3.9
3489-HHPFY,0,1,1,2,0,2,1,84.05,0,8,2,1.3
2926-JEJJC,0,1,0,8,2,0,2,20.2,0,25,4,1.2
8601-QACRS,0,1,0,5,1,2,1,50.6,1,22,4,4.4
4950-BDEUX,1,1,0,35,1,2,1,49.2,0,16,4,3.0
5789-LDFXO,1,1,0,24,2,0,2,24.6,0,24,3,4.3
0508-OOLTO,0,1,1,2,0,1,1,71.65,0,25,1,2.3
2984-TBYKU,1,1,1,72,0,5,0,104.9,0,13,1,2.6
9822-WMWVG,0,1,0,41,0,4,1,106.5,0,8,1,3.8
2391-SOORI,1,1,0,4,1,1,1,49.35,1,13,3,4.7
9040-KZVWO,1,1,0,26,0,3,2,75.5,0,15,4,1.4
2645-QTLMB,1,1,0,7,0,1,1,94.25,1,14,1,4.4
4806-HIPDW,0,1,1,1,0,1,1,68.95,1,24,4,4.2
1548-ARAGG,0,1,1,4,1,5,1,58.5,0,4,2,2.3
6339-RZCBJ,1,1,0,48,1,4,0,78.9,0,23,1,2.4
4424-TKOPW,1,0,0,2,0,1,1,93.85,1,5,2,1.2
4415-WNGVR,0,0,1,12,1,4,2,79.2,0,25,3,1.1
2522-AHJXR,1,1,1,60,0,4,1,109.45,0,6,0,2.9
0412-UCCNP,1,1,0,55,1,4,0,59.2,0,19,3,1.4
1816-FLZDK,1,1,0,1,1,4,1,29.15,0,30,3,1.8
7096-UCLNH,1,1,0,1,2,0,1,20.05,0,30,3,4.4
8443-ZRDBZ,1,1,0,4,0,2,1,76.05,1,24,1,3.3
9136-ALYBR,1,1,0,1,1,3,1,24.45,1,8,2,3.5
4615-PIVVU,0,1,0,42,1,5,0,66.5,0,9,1,1.7
8885-QSQBX,0,1,0,1,1,1,1,49.55,0,17,0,4.3
7479-NITWS,1,1,0,7,0,3,1,89.35,1,13,3,4.5
8617-ENBDS,1,1,0,3,0,2,1,73.6,0,26,4,3.1
9385-NXKDA,0,1,1,72,1,3,0,82.65,0,5,0,4.7
0430-IHCDJ,1,1,0,15,1,1,1,49.0,0,8,2,4.4
2959-MJHIC,1,1,1,4,0,3,1,80.35,1,28,0,3.9
6674-KVJHG,0,1,0,11,2,0,2,25.2,0,4,1,3.9
1814-DKOLC,0,1,0,5,2,0,1,25.45,0,16,4,1.4
4201-JMNGR,0,0,0,1,1,1,1,55.8,1,11,1,2.1
9351-HXDMR,1,1,1,72,0,4,0,110.9,0,20,3,1.3
3537-HPKQT,0,1,1,55,0,2,1,77.75,0,21,3,1.0
2129-ALKBS,0,1,1,40,2,0,1,26.2,0,14,0,1.6
5821-MMEIL,0,1,1,57,2,0,0,19.9,0,15,3,4.5
5960-WPXQM,1,1,0,1,0,2,1,79.05,1,28,3,2.0
0684-AOSIH,1,1,1,1,0,3,1,95.0,1,14,2,4.9
8260-NGFNY,0,1,0,1,1,1,1,25.2,1,14,2,3.4
1309-XGFSN,1,0,1,52,1,2,2,80.85,0,20,1,1.9
1866-RZZQS,1,0,0,41,0,2,1,98.4,1,11,1,3.0
6968-URWQU,1,1,1,43,1,3,2,56.35,0,19,2,1.9
4742-TXUEX,0,1,1,47,2,0,0,19.3,0,23,0,4.9
9631-XEYKE,1,1,0,3,1,2,1,50.4,0,18,2,4.4
8631-NBHFZ,1,0,1,66,1,5,0,79.4,1,19,1,1.1
1335-MXCSE,1,1,1,55,1,5,0,55.25,0,23,4,4.8
8873-TMKGR,1,1,0,29,2,0,2,19.1,0,26,3,3.9
8800-JOOCF,0,1,0,12,0,3,1,84.05,0,10,4,1.3
1469-LBJQJ,0,1,1,66,0,2,1,105.2,0,13,4,3.7
4958-XCBDQ,1,0,0,35,0,3,1,101.4,1,26,3,3.6
8337-UPOAQ,1,0,1,10,0,1,1,89.8,1,4,2,1.9
0064-YIJGF,1,1,1,27,0,3,1,75.75,0,10,0,4.0
2386-OWURY,0,1,0,58,0,4,1,95.3,0,14,4,1.3
1725-IQNIY,1,1,1,54,0,5,0,109.75,1,23,0,3.0
0310-VQXAM,1,1,0,9,2,0,1,19.85,0,3,1,1.0
6598-RFFVI,1,1,0,2,2,0,2,19.3,1,25,4,4.9
3453-RTHJQ,1,1,0,6,0,2,1,69.1,0,15,1,4.0
6712-OAWRH,0,0,0,26,0,1,1,91.25,1,24,2,1.6
6278-FEPBZ,0,1,0,9,2,0,1,20.25,0,23,4,2.4
4280-DLSHD,1,1,1,8,1,3,1,54.75,0,19,1,1.6
1508-DFXCU,1,1,0,12,0,2,1,81.45,0,16,1,4.1
8614-VGMMV,0,1,0,15,1,1,1,49.1,1,16,2,1.2
7868-BGSZA,1,1,1,43,1,3,2,80.2,0,18,0,4.4
2800-QQUSO,1,1,0,42,0,4,1,100.3,0,19,0,4.8
2930-UOTMB,0,1,0,31,1,4,1,65.25,1,8,4,3.7
7973-DZRKH,0,1,0,66,0,5,0,90.95,0,28,2,1.9
5914-DVBWJ,0,0,0,18,0,5,1,85.45,1,30,4,2.4
7698-YFGEZ,1,1,0,1,2,0,1,20.0,0,9,0,2.9
2533-QVMSK,1,1,1,61,0,5,0,94.1,1,28,2,3.4
9773-PEQBZ,1,1,0,10,0,2,1,79.85,0,28,3,3.7
8644-XLFBW,1,0,0,1,0,3,1,71.65,1,3,2,3.2
0650-BWOZN,0,0,0,18,0,1,1,73.55,0,27,2,2.4
8625-AZYZY,1,1,1,24,0,1,1,104.65,1,17,3,4.6
7785-RDVIG,0,1,1,3,2,0,1,19.3,0,22,1,1.3
9602-WCXPI,1,1,0,50,2,0,2,20.15,0,23,1,2.9
2903-YYTBW,1,1,1,1,1,1,1,44.55,0,20,1,4.1
3620-MWJNE,1,1,0,2,1,4,1,54.45,0,30,0,1.2
8573-JGCZW,1,1,0,17,2,0,2,19.65,0,28,2,3.8
6837-HAEVO,1,1,1,69,0,3,0,105.0,0,15,3,4.3
6701-YVNQG,1,1,1,72,1,4,0,88.7,0,26,0,3.6
9306-CPCBC,0,1,0,3,0,2,1,74.25,1,4,3,1.1
4304-XUMGI,1,0,1,50,1,2,0,75.15,0,21,0,1.7
9504-YAZWB,0,1,0,53,2,0,0,20.25,0,17,0,2.4
8819-ZBYNA,0,1,1,58,0,4,0,109.1,0,14,0,1.9
6174-NRBTZ,1,1,0,46,1,3,2,30.75,0,17,3,4.9
9481-IEBZY,1,0,1,72,0,4,1,112.9,0,27,4,3.6
1833-VGRUM,0,0,0,1,0,3,1,74.2,1,20,0,2.2
6137-NICCO,0,1,1,6,0,1,1,94.05,0,16,1,4.7
9065-ZCPQX,1,1,1,72,1,4,0,78.85,0,8,2,4.0
6402-EJMWF,1,1,0,4,1,3,1,55.3,0,14,4,2.1
3620-EHIMZ,0,1,1,52,2,0,0,19.35,0,22,4,2.5
3213-VVOLG,1,1,1,0,2,0,0,25.35,0,25,3,1.8
6870-ECSHE,0,1,0,2,2,0,2,20.45,0,8,4,4.9
8747-UDCOI,0,1,1,65,2,0,0,19.35,0,28,3,3.1
8374-XGEJJ,1,0,1,43,0,2,1,101.0,1,11,3,4.6
2656-TABEH,1,1,1,4,0,1,1,100.2,1,27,1,2.4
6946-LMSQS,1,0,1,25,0,1,2,89.05,1,28,0,4.4
4626-OZDTJ,0,1,1,51,1,5,2,78.65,0,6,4,1.2
9169-BSVIN,1,1,0,12,1,2,1,74.75,0,19,0,4.9
2325-ZUSFD,0,1,1,57,1,1,2,70.1,1,4,0,4.6
8194-PEEBY,0,1,1,24,2,0,2,19.9,0,18,0,2.5
6872-HXFNF,0,1,1,64,1,4,2,58.35,0,26,3,4.1
3932-CMDTD,0,1,0,4,0,5,2,105.65,1,16,0,4.0
7714-YXSMB,0,1,0,26,0,3,1,100.5,0,28,4,4.6
8387-UGUSU,0,1,1,15,2,0,1,20.05,0,10,3,2.2
1080-BWSYE,1,0,1,64,2,0,0,25.65,0,16,4,2.9
4039-HEUNW,1,0,1,36,0,1,1,96.5,1,4,3,4.5
1194-HVAIF,0,1,1,27,0,2,1,95.0,0,18,2,4.1
0812-WUPTB,1,0,1,1,0,2,1,70.85,1,6,2,2.6
3594-UVONA,0,1,0,35,1,5,2,85.95,1,3,2,4.4
0004-TLHLJ,1,1,0,4,0,3,1,73.9,1,25,2,1.2
1767-TGTKO,0,1,1,8,1,3,1,45.45,0,22,3,4.1
8439-LTUGF,1,1,0,10,2,0,1,20.0,0,29,0,1.8
8805-JNRAZ,0,1,0,2,1,1,1,49.2,0,16,1,2.1
5089-IFSDP,0,1,1,58,0,1,0,109.45,1,10,1,3.0
6418-HNFED,1,1,1,51,1,5,0,83.25,0,27,2,2.8
0206-OYVOC,0,1,1,46,2,0,0,19.25,0,30,0,3.1
7291-CDTMJ,1,1,0,1,2,0,1,19.65,0,27,4,3.2
7128-GGCNO,1,1,0,46,0,3,1,72.8,0,5,0,2.3
0237-YFUTL,0,1,1,50,0,5,1,109.65,0,7,4,1.7
7691-KGKGP,1,1,1,53,1,4,1,65.0,0,8,1,4.1
6710-HSJRD,1,1,1,61,0,5,1,114.1,0,24,0,2.6
3675-EQOZA,1,1,0,5,2,0,1,20.65,0,28,0,3.0
0840-DCNZE,1,1,0,47,1,5,2,86.95,0,10,1,3.6
1732-FEKLD,0,1,0,54,0,1,2,94.75,0,8,0,4.6
9862-KJTYK,1,1,0,19,1,2,1,25.35,0,8,4,3.8
0479-HMSWA,0,1,0,26,0,5,0,105.45,0,6,0,1.2
5854-KSRBJ,1,1,1,70,2,0,0,25.4,0,9,4,4.4
0365-BZUWY,1,1,1,17,0,1,1,102.55,0,26,2,5.0
4817-VYYWS,0,1,0,30,0,2,1,100.2,1,21,0,2.9
5701-SVCWR,0,1,0,1,2,0,1,24.0,0,9,4,4.9
3129-AAQOU,0,1,1,19,2,0,0,25.6,0,5,1,3.2
4922-CVPDX,0,1,1,26,1,2,0,73.5,0,10,2,2.8
1396-QWFBJ,0,1,1,21,0,1,1,74.05,1,3,0,2.3
1357-BIJKI,1,1,1,50,0,1,2,98.25,0,3,4,3.6
1099-BTKWT,0,1,1,68,1,1,2,54.4,0,16,0,1.9
5299-SJCZT,1,1,0,3,0,2,1,101.55,1,8,4,1.4
2018-PZKMU,1,1,1,9,0,4,1,103.1,0,12,0,1.1
7340-KEFQE,0,1,1,51,1,5,0,34.2,0,27,2,2.2
4570-QHXHL,0,1,0,9,1,3,1,43.75,0,30,2,2.6
2403-BCASL,1,0,1,41,0,4,2,111.95,1,16,0,3.2
7392-YYPYJ,1,1,0,22,0,3,1,100.65,0,6,0,2.2
2898-LSJGD,0,1,1,21,1,1,2,55.95,1,8,3,4.9
2223-GDSHL,1,1,1,71,0,5,0,116.05,0,18,0,2.2
7359-PTSXY,1,1,0,1,1,2,1,45.75,1,30,0,2.8
9470-RTWDV,1,1,1,26,1,5,2,82.0,0,23,2,1.4
2176-OSJUV,1,1,1,71,1,5,0,65.15,0,30,0,2.0
9348-YVOMK,1,1,0,4,1,3,1,44.8,0,3,1,1.2
8104-OSKWT,0,1,0,12,0,3,1,79.8,0,8,0,3.2
4521-YEEHE,0,1,1,18,0,5,1,88.85,0,11,3,4.0
4090-KPJIP,0,1,0,3,0,2,1,74.95,0,17,4,1.8
3786-WOVKF,0,0,1,72,0,1,2,106.85,0,14,2,2.5
4503-BDXBD,1,1,0,11,0,2,1,74.95,1,5,1,1.1
6086-ESGRL,0,1,0,1,0,2,1,80.15,1,13,4,4.4
2592-HODOV,1,1,0,13,2,0,2,19.3,0,17,1,4.1
3886-CERTZ,0,1,1,72,0,5,2,109.25,1,5,2,1.3
7995-ZHHNZ,1,1,1,42,1,2,2,56.1,0,16,3,2.5
3824-RHKVR,0,1,0,17,2,0,1,19.7,0,4,2,4.8
5816-SCGFC,0,0,0,7,1,2,1,51.3,0,6,1,2.6
5989-AXPUC,0,1,1,68,0,5,0,118.6,0,28,1,3.1
4979-HPRFL,1,1,1,56,2,0,0,24.15,0,21,2,2.4
8590-OHDIW,0,1,1,38,2,0,2,20.3,0,14,0,3.4
8015-IHCGW,0,1,1,72,0,4,0,115.5,0,4,2,4.9
2332-TODQS,0,1,0,48,2,0,2,25.05,0,19,3,5.0
9278-VZKCD,0,0,1,52,0,1,1,109.1,0,5,2,4.1
8008-OTEZX,0,1,1,35,2,0,2,19.65,0,12,4,2.6
2773-OVBPK,1,1,1,67,0,4,0,111.3,0,18,0,3.0
5999-LCXAO,0,1,0,1,1,1,1,29.9,0,24,4,2.4
5206-XZZQI,1,1,0,53,0,4,1,80.6,0,11,2,4.9
4803-LBYPN,1,1,1,34,2,0,1,20.8,0,13,0,3.8
5759-RCVCB,0,1,0,3,1,3,1,35.2,1,23,4,2.8
6372-RFVNS,0,1,1,1,0,1,1,78.8,1,17,4,1.0
2139-FQHLM,1,1,0,19,0,4,1,89.95,0,5,0,3.1
8261-GWDBQ,0,0,1,60,0,4,0,116.05,0,18,0,4.9
1093-YSWCA,1,1,0,11,2,0,0,19.55,0,23,1,3.1
8938-UMKPI,0,1,0,47,0,2,1,106.4,1,23,0,1.7
0991-BRRFB,1,1,0,18,1,1,1,49.4,1,23,2,1.1
3882-IYOIJ,0,1,1,60,0,4,0,115.25,0,30,3,2.4
8749-TZYEC,1,1,1,72,2,0,0,24.8,0,14,1,4.7
1755-FZQEC,1,1,0,39,2,0,2,19.9,0,25,0,5.0
3115-JPJDD,0,1,1,59,0,2,2,81.25,0,7,3,4.8
5600-KTXFM,1,1,1,2,0,2,1,69.95,0,9,1,3.9
3871-IKPYH,1,0,0,1,0,2,1,69.1,1,11,2,3.2
6319-IEJWJ,1,1,1,20,0,3,1,90.2,1,23,3,3.4
9025-AOMKI,0,1,0,6,0,2,1,93.55,1,20,0,3.2
6339-TBELP,1,1,0,71,0,4,0,86.4,0,23,0,3.8
7964-YESJC,0,1,1,24,1,3,1,66.3,0,10,2,2.7
6173-GOLSU,1,0,1,67,0,3,1,94.65,0,14,1,3.7
5275-SQEIZ,1,1,0,1,0,3,1,80.85,1,22,3,1.5
7716-YTYHG,0,1,1,48,0,3,2,82.05,1,4,2,2.1
9938-ZREHM,0,1,1,37,1,5,2,72.1,0,12,1,4.3
7950-XWOVN,1,1,0,11,1,1,1,34.7,0,21,4,4.6
4390-KYULV,1,1,1,3,2,0,1,20.55,1,11,4,3.2
4647-MUZON,0,1,1,18,0,2,1,95.95,0,27,1,1.1
9702-AIUJO,1,1,1,50,1,3,2,44.8,0,26,0,4.7
8849-PRIQJ,0,1,1,67,0,5,2,109.4,0,10,0,3.8
8851-RAGOV,0,1,1,25,1,4,1,71.05,0,26,4,2.7
1304-NECVQ,0,0,0,2,0,3,1,78.55,1,26,0,3.4
5396-IZEPB,1,1,0,9,2,0,1,19.7,0,26,0,2.7
1729-VLAZJ,0,1,0,10,1,4,2,40.25,0,3,1,2.9
8285-ABVLB,0,1,1,70,2,0,0,19.85,0,8,1,4.5
0701-TJSEF,1,1,0,9,1,5,1,68.25,0,14,0,1.6
5712-VBOXD,0,1,0,4,2,0,1,20.15,0,27,1,1.4
6629-LADHQ,0,1,0,2,1,2,1,50.95,0,26,3,1.0
8945-GRKHX,0,1,0,1,0,3,1,78.65,1,21,4,2.3
1559-DTODC,1,1,0,19,1,2,1,25.15,0,29,3,1.6
4797-MIWUM,1,1,1,7,2,0,1,20.25,0,19,3,1.9
6959-UWKHF,1,1,0,1,1,3,1,42.9,1,4,0,1.0
8720-RQSBJ,1,0,0,1,1,2,1,44.0,0,13,0,1.9
4537-CIBHB,0,1,1,9,2,0,2,20.25,0,20,3,2.3
3815-SLMEF,0,1,0,3,1,5,1,34.25,1,25,3,1.1
5154-VEKBL,0,1,0,9,1,4,1,58.5,1,30,2,3.4
4324-AHJKS,0,1,0,5,1,3,1,55.8,0,24,2,3.3
4355-CVPVS,0,1,1,56,0,2,2,88.9,0,13,4,1.4
4495-LHSSK,0,1,0,18,1,3,1,57.65,0,20,3,3.4
5655-JSMZM,1,0,0,49,0,3,1,96.2,1,10,1,5.0
5915-ANOEI,1,1,1,70,1,4,0,79.15,0,17,2,4.8
9861-PDSZP,0,1,0,72,0,5,0,108.05,0,11,0,1.0
4505-EXZHB,0,0,0,6,0,1,1,74.4,1,17,3,4.2
7225-CBZPL,1,0,1,17,0,3,1,94.8,0,9,1,2.4
6704-UTUKK,1,1,1,29,1,1,1,45.9,0,22,1,1.3
4587-VVTOX,0,1,1,6,0,2,1,105.3,1,15,1,2.2
2019-HDCZY,1,1,1,63,0,3,0,102.6,0,15,0,2.3
4652-NNHNY,1,1,1,16,0,2,1,73.85,1,3,2,3.1
8788-DOXSU,1,1,0,59,1,2,2,61.35,0,22,1,3.6
7404-JLKQG,0,1,0,3,1,2,1,57.55,0,6,2,4.0
7421-ZLUPA,0,1,0,8,1,2,1,29.25,0,26,4,2.0
8972-HJWNV,0,0,1,7,0,2,1,84.55,1,6,0,2.3
3274-NSDWE,0,1,0,68,2,0,0,19.6,0,6,2,2.2
2632-IVXVF,0,1,1,68,0,5,0,111.75,0,15,2,2.5
3692-JHONH,0,0,1,52,0,3,2,106.5,0,4,1,5.0
8915-NNTRC,1,1,1,72,0,4,0,107.7,0,30,1,4.1
5914-GXMDA,0,1,1,32,2,0,2,19.3,0,28,0,4.9
7463-IFMQU,0,1,1,72,2,0,0,20.05,0,25,2,3.8
2920-RNCEZ,1,1,1,1,0,1,1,69.95,0,17,3,2.6
2541-YGPKE,1,1,1,42,1,5,2,63.7,0,6,1,2.6
8515-OCTJS,0,1,0,25,2,0,0,24.75,1,29,1,3.0
5382-TEMLV,1,1,0,45,1,3,1,50.9,0,8,4,2.7
3441-CGZJH,0,1,1,43,1,4,2,60.4,0,5,0,4.3
9592-ERDKV,1,1,1,37,1,1,2,79.25,0,9,2,2.9
2860-RANUS,0,0,0,20,0,1,1,85.8,1,8,2,2.2
5261-QSHQM,0,1,0,4,1,2,1,24.45,1,5,2,4.1
4778-IZARL,1,1,1,63,0,5,0,110.1,0,6,1,4.4
0432-CAJZV,1,1,0,3,0,3,1,90.7,0,12,0,2.7
7008-LZVOZ,1,1,1,66,2,0,0,25.3,0,23,2,3.7
8868-WOZGU,1,1,0,28,0,2,1,105.7,1,11,3,1.2
1200-TUZHR,0,0,0,8,0,1,1,85.2,0,8,4,3.1
9365-CSLBQ,1,1,0,71,2,0,0,24.35,0,22,4,1.2
1334-FJSVR,1,1,0,1,1,3,1,24.25,1,29,2,1.1
5884-FBCTL,0,1,1,72,2,0,0,25.1,0,13,1,3.5
7130-CTCUS,1,0,1,16,1,1,1,54.55,0,9,4,2.2
6242-FEGFD,1,1,1,66,0,5,0,96.6,0,20,4,4.0
7625-XCQRH,0,1,0,11,0,1,1,76.5,1,6,4,4.6
6194-HBGQN,1,1,0,51,1,4,2,81.15,0,7,4,1.6
7634-WSWDB,0,1,0,8,1,3,1,38.5,0,6,2,3.9
